standing,team,games,wins,draws,losses,scored,missed,points,home_wins,home_draws,home_losses,home_scored,home_missed,home_points,away_wins,away_draws,away_losses,away_scored,away_missed,away_points

1,17,34,26,4,4,82,28,82,14,1,2,46,15,43,12,3,2,36,13,39
2,16,34,24,5,5,85,27,77,16,1,0,51,10,49,8,4,5,34,17,28
3,1,34,20,4,10,67,43,64,12,2,3,36,14,38,8,2,7,31,29,26
4,27,34,18,8,8,61,39,62,11,3,3,35,17,36,7,5,5,26,22,26
5,18,34,18,8,8,52,42,62,10,5,2,26,15,35,8,3,6,26,27,27
6,9,34,16,9,9,56,40,57,10,3,4,33,22,33,6,6,5,23,18,24
7,11,34,13,9,12,39,35,48,8,3,6,21,14,27,5,6,6,18,21,21
8,15,34,12,10,12,40,37,46,5,9,3,20,14,24,7,1,9,20,23,22
9,12,34,12,10,12,44,43,46,8,5,4,32,24,29,4,5,8,12,19,17
10,25,34,11,10,13,42,41,43,7,6,4,24,14,27,4,4,9,18,27,16
11,19,34,11,10,13,47,58,43,6,6,5,26,27,24,5,4,8,21,31,19
12,24,34,11,10,13,33,46,43,7,6,4,22,17,27,4,4,9,11,29,16
13,26,34,11,9,14,38,44,42,7,6,4,22,14,27,4,3,10,16,30,15
14,28,34,12,6,16,40,47,42,6,2,9,19,19,20,6,4,7,21,28,22
15,2,34,7,14,13,36,50,35,4,5,8,19,24,17,3,9,5,17,26,18
16,30,34,8,10,16,33,58,34,3,7,7,15,25,16,5,3,9,18,33,18
17,6,34,10,2,22,39,70,32,4,2,11,20,36,14,6,0,11,19,34,18
18,20,34,8,7,19,38,57,31,5,5,7,22,25,20,3,2,12,16,32,11
19,4,34,7,7,20,45,73,28,5,1,11,24,32,16,2,6,9,21,41,12
20,31,34,5,8,21,34,73,23,3,2,12,19,41,11,2,6,9,15,32,12

1,17,35,26,5,4,86,32,83,14,2,2,50,19,44,12,3,2,36,13,39
2,16,35,25,5,5,87,27,80,16,1,0,51,10,49,9,4,5,36,17,31
3,1,35,20,5,10,67,43,65,12,3,3,36,14,39,8,2,7,31,29,26
4,18,35,19,8,8,55,42,65,11,5,2,29,15,38,8,3,6,26,27,27
5,27,35,18,8,9,61,40,62,11,3,3,35,17,36,7,5,6,26,23,26
6,9,35,16,10,9,56,40,58,10,3,4,33,22,33,6,7,5,23,18,25
7,11,35,13,10,12,43,39,49,8,3,6,21,14,27,5,7,6,22,25,22
8,12,35,13,10,12,46,44,49,9,5,4,34,25,32,4,5,8,12,19,17
9,15,35,12,10,13,40,38,46,5,9,4,20,15,24,7,1,9,20,23,22
10,28,35,13,6,16,41,47,45,6,2,9,19,19,20,7,4,7,22,28,25
11,25,35,11,11,13,42,41,44,7,6,4,24,14,27,4,5,9,18,27,17
12,26,35,11,10,14,39,45,43,7,6,4,22,14,27,4,4,10,17,31,16
13,19,35,11,10,14,47,60,43,6,6,5,26,27,24,5,4,9,21,33,19
14,24,35,11,10,14,33,49,43,7,6,4,22,17,27,4,4,10,11,32,16
15,2,35,7,15,13,36,50,36,4,6,8,19,24,18,3,9,5,17,26,18
16,20,35,9,7,19,39,57,34,6,5,7,23,25,23,3,2,12,16,32,11
17,30,35,8,10,17,34,60,34,3,7,7,15,25,16,5,3,10,19,35,18
18,6,35,10,3,22,40,71,33,4,3,11,21,37,15,6,0,11,19,34,18
19,4,35,8,7,20,47,73,31,6,1,11,26,32,19,2,6,9,21,41,12
20,31,35,5,8,22,34,75,23,3,2,13,19,43,11,2,6,9,15,32,12

1,16,36,26,5,5,88,27,83,17,1,0,52,10,52,9,4,5,36,17,31
2,17,36,26,5,5,86,33,83,14,2,2,50,19,44,12,3,3,36,14,39
3,1,36,20,6,10,68,44,66,12,3,3,36,14,39,8,3,7,32,30,27
4,27,36,19,8,9,63,40,65,12,3,3,37,17,39,7,5,6,26,23,26
5,18,36,19,8,9,55,46,65,11,5,2,29,15,38,8,3,7,26,31,27
6,9,36,17,10,9,62,41,61,11,3,4,39,23,36,6,7,5,23,18,25
7,11,36,14,10,12,47,39,52,9,3,6,25,14,30,5,7,6,22,25,22
8,15,36,13,10,13,43,38,49,5,9,4,20,15,24,8,1,9,23,23,25
9,12,36,13,10,13,46,48,49,9,5,4,34,25,32,4,5,9,12,23,17
10,28,36,13,7,16,41,47,46,6,3,9,19,19,21,7,4,7,22,28,25
11,25,36,11,12,13,44,43,45,7,7,4,26,16,28,4,5,9,18,27,17
12,26,36,11,11,14,43,49,44,7,7,4,26,18,28,4,4,10,17,31,16
13,24,36,11,11,14,34,50,44,7,7,4,23,18,28,4,4,10,11,32,16
14,19,36,11,10,15,47,63,43,6,6,6,26,30,24,5,4,9,21,33,19
15,2,36,7,16,13,36,50,37,4,6,8,19,24,18,3,10,5,17,26,19
16,30,36,9,10,17,38,60,37,4,7,7,19,25,19,5,3,10,19,35,18
17,20,36,9,7,20,40,63,34,6,5,7,23,25,23,3,2,13,17,38,11
18,6,36,10,4,22,42,73,34,4,3,11,21,37,15,6,1,11,21,36,19
19,4,36,8,7,21,47,75,31,6,1,11,26,32,19,2,6,10,21,43,12
20,31,36,5,9,22,38,79,24,3,2,13,19,43,11,2,7,9,19,36,13

1,16,37,27,5,5,90,27,86,17,1,0,52,10,52,10,4,5,38,17,34
2,17,37,27,5,5,88,33,86,15,2,2,52,19,47,12,3,3,36,14,39
3,1,37,20,7,10,71,47,67,12,4,3,39,17,40,8,3,7,32,30,27
4,27,37,19,9,9,64,41,66,12,3,3,37,17,39,7,6,6,27,24,27
5,18,37,19,8,10,55,48,65,11,5,3,29,17,38,8,3,7,26,31,27
6,9,37,17,10,10,63,45,61,11,3,4,39,23,36,6,7,6,24,22,25
7,11,37,14,11,12,47,39,53,9,3,6,25,14,30,5,8,6,22,25,23
8,15,37,14,10,13,47,39,52,6,9,4,24,16,27,8,1,9,23,23,25
9,12,37,14,10,13,48,49,52,10,5,4,36,26,35,4,5,9,12,23,17
10,28,37,13,8,16,43,49,47,6,3,9,19,19,21,7,5,7,24,30,26
11,25,37,11,12,14,45,45,45,7,7,4,26,16,28,4,5,10,19,29,17
12,26,37,11,11,15,43,51,44,7,7,4,26,18,28,4,4,11,17,33,16
13,19,37,11,11,15,50,66,44,6,6,6,26,30,24,5,5,9,24,36,20
14,24,37,11,11,15,34,51,44,7,7,4,23,18,28,4,4,11,11,33,16
15,30,37,10,10,17,39,60,40,4,7,7,19,25,19,6,3,10,20,35,21
16,2,37,7,17,13,37,51,38,4,7,8,20,25,19,3,10,5,17,26,19
17,20,37,10,7,20,41,63,37,7,5,7,24,25,26,3,2,13,17,38,11
18,6,37,10,5,22,44,75,35,4,4,11,23,39,16,6,1,11,21,36,19
19,4,37,8,7,22,47,76,31,6,1,12,26,33,19,2,6,10,21,43,12
20,31,37,5,10,22,38,79,25,3,3,13,19,43,12,2,7,9,19,36,13

1,16,38,28,5,5,93,29,89,18,1,0,55,12,55,10,4,5,38,17,34
2,17,38,28,5,5,89,33,89,15,2,2,52,19,47,13,3,3,37,14,42
3,1,38,21,7,10,74,49,70,12,4,3,39,17,40,9,3,7,35,32,30
4,27,38,20,9,9,66,41,69,13,3,3,39,17,42,7,6,6,27,24,27
5,18,38,19,8,11,56,51,65,11,5,3,29,17,38,8,3,8,27,34,27
6,9,38,18,10,10,65,46,64,12,3,4,41,24,39,6,7,6,24,22,25
7,11,38,15,11,12,50,40,56,10,3,6,28,15,33,5,8,6,22,25,23
8,15,38,14,10,14,47,40,52,6,9,4,24,16,27,8,1,10,23,24,25
9,12,38,14,10,14,48,51,52,10,5,4,36,26,35,4,5,10,12,25,17
10,28,38,13,8,17,45,52,47,6,3,10,21,22,21,7,5,7,24,30,26
11,26,38,12,11,15,44,51,47,8,7,4,27,18,31,4,4,11,17,33,16
12,19,38,12,11,15,52,66,47,7,6,6,28,30,27,5,5,9,24,36,20
13,25,38,11,12,15,45,46,45,7,7,5,26,17,28,4,5,10,19,29,17
14,24,38,11,12,15,36,53,45,7,8,4,25,20,29,4,4,11,11,33,16
15,30,38,11,10,17,42,62,43,5,7,7,22,27,22,6,3,10,20,35,21
16,2,38,7,17,14,37,53,38,4,7,8,20,25,19,3,10,6,17,28,19
17,20,38,10,7,21,43,66,37,7,5,7,24,25,26,3,2,14,19,41,11
18,6,38,10,6,22,46,77,36,4,4,11,23,39,16,6,2,11,23,38,20
19,4,38,8,7,23,48,78,31,6,1,12,26,33,19,2,6,11,22,45,12
20,31,38,5,10,23,40,82,25,3,3,13,19,43,12,2,7,10,21,39,13

