,result,t1_avg_away_pts_tot,t1_avg_home_pts_tot,t1_avg_pts_mu,t1_avg_pts_tot,t1_avg_recv_tot,t1_avg_scrd_mu,t1_avg_scrd_tot,t1_standing,t2_avg_away_pts_tot,t2_avg_home_pts_tot,t2_avg_pts_mu,t2_avg_pts_tot,t2_avg_recv_tot,t2_avg_scrd_mu,t2_avg_scrd_tot,t2_standing
19,2.0,0.46153846153846156,0.7435897435897437,,1.205128205128205,1.1846153846153846,,0.9230769230769231,5.0,0.0,0.0,,0.0,0.05128205128205128,,0.0,19.0
20,2.0,1.03,1.145,2.0,2.175,0.7300000000000001,2.4,2.0,6.0,0.775,0.765,0.5,1.54,1.3150000000000002,0.30000000000000004,1.4600000000000002,18.0
21,2.0,0.495,0.8949999999999999,0.5,1.3900000000000001,0.9800000000000001,1.3,1.07,3.0,1.165,1.07,2.0,2.2350000000000003,0.66,2.2,1.81,4.0
22,1.0,0.0,0.075,,0.075,0.05,,0.025,12.0,0.875,0.7849999999999999,,1.6600000000000001,1.0550000000000002,,1.45,15.0
23,2.0,0.62,0.7950000000000002,0.1,1.4150000000000003,1.175,0.1,1.15,5.0,0.4800000000000001,0.9199999999999999,2.8000000000000003,1.4000000000000001,1.2550000000000001,1.7000000000000002,1.405,2.0
24,1.0,0.9350000000000002,1.07,2.8000000000000003,2.005,0.9700000000000001,1.9000000000000004,1.98,1.0,0.42000000000000004,0.685,0.1,1.105,1.3900000000000001,0.1,1.0,16.0
25,0.0,0.09,0.335,,0.25,0.335,,0.255,9.0,0.2,0.775,,0.975,1.2,,0.8100000000000002,14.0
26,1.0,0.42000000000000004,0.28,0.5,0.7,1.455,0.5,0.8300000000000001,19.0,0.355,0.65,2.0,1.0050000000000001,1.455,1.0,1.0500000000000003,17.0
27,1.0,0.385,0.9650000000000001,,1.35,1.315,,1.435,8.0,0.075,0.0,,0.075,0.05,,0.025,13.0
28,1.0,0.42000000000000004,0.5700000000000001,1.6,0.99,1.45,0.9,0.9100000000000001,11.0,0.45500000000000007,0.655,1.0,1.11,1.565,0.7000000000000001,1.05,20.0
29,2.0,0.45,0.7250000000000001,0.0,1.175,1.1800000000000002,0.4,0.9,7.0,0.975,1.335,3.0000000000000004,2.31,0.615,1.8000000000000003,1.7850000000000001,10.0
30,1.0,0.8292682926829268,0.7463414634146341,0.7000000000000001,1.5756097560975608,1.307317073170732,0.7000000000000001,1.4975609756097563,13.0,0.4829268292682927,0.873170731707317,1.9000000000000004,1.35609756097561,1.0048780487804878,1.5000000000000002,1.0439024390243903,6.0
31,1.0,0.8536585365853658,0.7658536585365854,1.8000000000000003,1.6195121951219513,1.053658536585366,2.0,1.4146341463414633,15.0,0.43902439024390244,0.7073170731707318,1.2000000000000002,1.146341463414634,1.273170731707317,0.6000000000000001,0.8780487804878049,17.0
32,2.0,0.40975609756097564,0.6682926829268293,1.3000000000000003,1.078048780487805,1.4536585365853658,0.9,1.0,19.0,0.375609756097561,1.0146341463414634,1.6,1.3902439024390243,1.2829268292682927,2.7,1.4243902439024392,7.0
33,1.0,1.024390243902439,1.302439024390244,0.8,2.326829268292683,0.6000000000000001,0.8,1.8634146341463416,4.0,0.9121951219512197,1.1170731707317074,1.7000000000000002,2.029268292682927,0.9707317073170733,1.1,2.029268292682927,1.0
34,0.0,0.4439024390243903,0.6390243902439025,0.4,1.0829268292682928,1.5756097560975608,0.9,1.048780487804878,20.0,0.6048780487804878,0.7756097560975611,2.2,1.380487804878049,1.1951219512195121,2.3000000000000003,1.146341463414634,5.0
35,2.0,0.3463414634146341,0.6341463414634146,0.0,0.9804878048780489,1.4439024390243904,0.1,1.0243902439024393,18.0,1.0048780487804878,1.1170731707317072,3.0000000000000004,2.1219512195121952,0.7853658536585366,2.7,1.975609756097561,12.0
36,1.0,0.21951219512195122,0.7560975609756098,1.5000000000000002,0.975609756097561,1.170731707317073,0.5,0.7902439024390245,11.0,0.40975609756097564,0.6292682926829268,1.5000000000000002,1.0390243902439025,1.4390243902439024,1.0,0.9365853658536587,8.0
37,1.0,0.5414634146341464,0.897560975609756,0.0,1.4390243902439026,1.248780487804878,1.5000000000000002,1.4195121951219514,2.0,0.0878048780487805,0.351219512195122,3.0000000000000004,0.2682926829268293,0.32682926829268294,3.5,0.24878048780487808,10.0
38,0.0,0.07317073170731707,0.0,,0.07317073170731707,0.07317073170731707,,0.024390243902439025,14.0,0.40975609756097564,0.3463414634146342,,0.7560975609756098,1.4195121951219514,,0.8341463414634147,16.0
39,1.0,1.2097560975609756,1.0439024390243903,,2.253658536585366,0.6439024390243903,,1.8146341463414635,3.0,0.0,0.14634146341463414,,0.14634146341463414,0.04878048780487805,,0.04878048780487805,9.0
40,1.0,0.4714285714285714,0.8523809523809524,0.30000000000000004,1.323809523809524,1.0285714285714287,0.1,1.0190476190476192,10.0,0.8333333333333334,0.819047619047619,2.7,1.6523809523809525,1.0523809523809524,1.5,1.4285714285714286,12.0
41,2.0,0.08571428571428572,0.34285714285714286,0.0,0.2619047619047619,0.3666666666666667,1.0,0.2666666666666667,14.0,0.8095238095238095,0.8,3.0000000000000004,1.6095238095238094,1.2761904761904763,3.4999999999999996,1.5095238095238097,9.0
42,2.0,0.5285714285714287,0.9476190476190476,0.5,1.4761904761904763,1.2428571428571429,0.9,1.4333333333333333,2.0,1.0,1.3428571428571427,2.0,2.342857142857143,0.6095238095238096,2.2,1.8666666666666667,4.0
