result,t1_avg_pts_mu,t1_avg_pts_tot,t1_avg_recv_mu,t1_avg_recv_tot,t1_avg_scrd_mu,t1_avg_scrd_tot,t1_standing,t2_avg_pts_mu,t2_avg_pts_tot,t2_avg_recv_tot,t2_avg_scrd_tot,t2_standing
2,2,1.8701298701,0.75,1.0909090909,1.25,2.012987013,12,0.5,1.5844155844,1.038961039,1.5714285714,7
2,0.5,1.1948051948,3,1.4675324675,1,1.2207792208,6,2,1.2051282051,1.4615384615,1.4358974359,15
1,2.25,2.1923076923,0.75,0.8461538462,1.5,2.1666666667,2,0.75,1.8461538462,1.1025641026,1.9871794872,16
2,0.5,1.175,2,1.875,0.5,1.45,18,2,1.2179487179,1.2435897436,1.0384615385,13
2,1.75,1.7307692308,0.25,1.1538461538,1,1.5897435897,9,1,1.8461538462,1.0256410256,1.7948717949,1
1,0.5,1.25,0.5,1.425,0,1.425,7,2,1.2307692308,1.1666666667,1.1282051282,15
1,3,1.6025641026,0.75,1.0256410256,2,1.5769230769,4,0,1.1282051282,1.6153846154,1.2820512821,8
2,0.75,1.1923076923,2,1.5256410256,0.75,1.141025641,19,2.25,1.4743589744,1.2435897436,1.4230769231,20
0,1.25,1.4871794872,1.25,1.2692307692,1.25,1.3205128205,5,1.25,1.0769230769,1.5769230769,1.0512820513,3
0,1.75,1.2151898734,1.25,1.1772151899,1.75,1.1265822785,17,1,1.1772151899,1.5189873418,1.1265822785,20
2,0.25,1.1139240506,2.25,1.6329113924,0.75,1.2784810127,10,2.5,2.2025316456,0.8607594937,2.2405063291,1
0,0.75,1.4936708861,1.5,1.2278481013,1.25,1.417721519,11,1.5,1.4810126582,1.253164557,1.3037974684,7
1,2.5,1.8607594937,0.25,1.0253164557,1.75,1.835443038,2,0.25,1.0506329114,1.7848101266,1.0126582278,8
1,1,1.2405063291,1.75,1.2278481013,0.75,1.0379746835,9,1.75,1.6202531646,1.0253164557,1.5949367089,3
2,0.75,1.1772151899,3.5,1.4430379747,2,1.1898734177,14,2.25,2.0759493671,0.8481012658,2.2405063291,4
2,1.75,1.0759493671,1.5,1.5569620253,1.5,1.0379746835,5,1,1.7088607595,1.2025316456,1.582278481,12
1,0.75,2.2125,1.5,0.85,1,2.275,1,2.25,2.0875,0.85,2.2375,3
0,0.5,1.2125,2.25,1.175,1.25,1.125,18,2,1.875,1.0125,1.85,2
1,1,1.1625,1,1.45,1,1.1875,16,1.75,1.2625,1.2125,1.0375,4
1,2.25,1.725,1,1.1875,1.5,1.5875,9,0.75,1.6,1.025,1.575,6
0,1.5,1.475,3,1.2625,0.5,1.3125,8,1.5,1.2857142857,1.380952381,1.4047619048,5
1,2,1.4875,0.5,1.2375,1,1.425,11,0.5,1.0375,1.8,1,10
1,1,1.175,2.25,1.5125,1.25,1.125,20,1.75,1.8375,1.175,1.975,13
0,0,1.2469135802,2.5,1.2469135802,0.5,1.024691358,6,3,2.2222222222,0.8518518519,2.2839506173,1
1,2.25,1.8148148148,1.25,1.2098765432,2.75,1.987654321,17,0.75,1.0864197531,1.6790123457,1.2592592593,19
1,1.75,1.5802469136,0.25,1.0617283951,1.25,1.5555555556,9,1,1.049382716,1.5802469136,1.012345679,10
1,0.5,1.2790697674,1,1.3720930233,0.5,1.3953488372,4,2,1.1975308642,1.5308641975,1.1604938272,16
0,1.5,1.1627906977,2,1.8372093023,1,1.3720930233,20,1.5,1.2098765432,1.1851851852,1.1358024691,18
2,1,1.024691358,3,1.8148148148,0.5,1,15,1.75,1.7407407407,1.1728395062,1.6172839506,5
1,0,1.8641975309,2,1.024691358,0.5,1.8518518519,2,3,1.5061728395,1.2345679012,1.4444444444,8
1,1.75,1.756097561,2.25,1.1707317073,2,1.6219512195,5,1,1.8292682927,1.1951219512,2,13
2,0,1.0731707317,2.5,1.6951219512,0,1.243902439,20,3,2.0731707317,0.8780487805,2.243902439,3
1,1.75,1.4634146341,1.25,1.256097561,1.25,1.3048780488,8,1,1.012195122,1.8170731707,1,15
2,0.25,1.1829268293,2,1.5487804878,0.5,1.1585365854,18,2.5,1.8780487805,1.012195122,1.8536585366,2
0,0,1.1707317073,2,1.4390243902,1,1.2195121951,14,3,1.1590909091,1.7954545455,1.3409090909,19
2,0.5,1.0365853659,2.5,1.5853658537,1,1.012195122,12,2,1.3181818182,1.3636363636,1.4318181818,4
2,1,1.487804878,1.25,1.243902439,1,1.4268292683,11,1.75,1.5975609756,1.0609756098,1.5609756098,6
0,0.5,1.3555555556,1.5,1.3555555556,0.5,1.4444444444,4,2,1.7710843373,1.1686746988,1.6265060241,5
1,1.25,1.8072289157,0.5,1.2048192771,0.75,1.9879518072,15,1.25,1.1686746988,1.4457831325,1.2289156627,16
1,0.5,1.1555555556,2,1.8,1,1.3555555556,17,2,1.0240963855,1.5903614458,1.0120481928,13
1,0.5,2.0843373494,1.75,0.8795180723,1.25,2.2771084337,3,2,1.4698795181,1.2530120482,1.4096385542,14
1,1.75,1.8915662651,0.75,1,2,1.8795180723,2,1,1.4819277108,1.2409638554,1.313253012,7
1,1.5,1.2289156627,1.5,1.2530120482,1,1.0120481928,8,1.5,1.2289156627,1.156626506,1.1807228916,12
2,0.75,1,1.5,1.8192771084,0.5,0.9879518072,18,1.5,1.0602409639,1.734939759,1.2409638554,20
0,1.5,1.6144578313,1.5,1.0481927711,2,1.5662650602,6,1.5,2.2168674699,0.843373494,2.265060241,1
2,0,1.1666666667,2.5,1.5714285714,0.75,1.1428571429,20,3,1.7619047619,1.1785714286,1.630952381,5
1,2.25,1.8214285714,1,1.2023809524,1.75,1.9880952381,10,0.75,1.25,1.2380952381,1.0238095238,7
2,1,1.2142857143,1.25,1.1666666667,1,1.1666666667,14,1.75,1.4523809524,1.2738095238,1.4047619048,15
2,2.5,2.2023809524,1,0.8452380952,1.75,2.25,2,0.25,1.9047619048,1,1.9047619048,1
2,1.5,1.4642857143,1.5,1.2738095238,1.5,1.3095238095,8,1.5,1.1956521739,1.7608695652,1.3695652174,12
2,0,1.0833333333,2,1.7261904762,0.25,1.2619047619,18,3,1.1547619048,1.4523809524,1.2261904762,17
1,2,1.347826087,1,1.3695652174,1.5,1.4565217391,4,0.5,0.9880952381,1.8333333333,0.9880952381,19
2,3,1.2352941176,0.5,1.2588235294,3,1.0235294118,9,0,1.3829787234,1.3404255319,1.4468085106,4
2,1.5,1.2340425532,1,1.7446808511,1,1.3829787234,12,1.5,1.6,1.0470588235,1.5529411765,6
1,2.25,1.9176470588,1.25,1,2.25,1.9529411765,1,0.75,1.0117647059,1.6,1.0117647059,16
0,1.75,1.1764705882,0.75,1.4352941176,0.75,1.2352941176,14,1,1.4470588235,1.2823529412,1.3058823529,11
2,0.5,0.9764705882,1.5,1.8235294118,0.75,0.9764705882,19,2,1.2,1.1882352941,1.1647058824,17
2,2.25,2.0705882353,0.75,0.8823529412,2,2.2588235294,3,0.75,1.8352941176,1.2,2,7
2,1,1.4705882353,2,1.2705882353,1.5,1.4235294118,13,1.75,2.1764705882,0.9058823529,2.2352941176,2
2,0.25,1.2209302326,1.25,1.1744186047,0.25,1.1744186047,15,2.5,1.7906976744,1.1744186047,1.6511627907,4
1,1.75,1.0581395349,1.25,1.7441860465,1.25,1.2441860465,19,1,1.2209302326,1.2790697674,1.023255814,11
1,0.75,1,1.5,1.6162790698,0.5,1.011627907,17,2.25,0.9651162791,1.8255813953,0.9651162791,20
1,0.5,1.8488372093,2.5,1.2209302326,2,2.0348837209,7,2,1.2083333333,1.75,1.3541666667,13
2,0.25,1.1511627907,2.5,1.5930232558,0.5,1.1627906977,18,2.5,2.0465116279,0.9302325581,2.2674418605,5
1,2,2.1860465116,0.5,0.8953488372,1.25,2.2209302326,2,0.5,1.1744186047,1.4418604651,1.2441860465,14
1,1.5,1.4166666667,1,1.3333333333,1,1.4791666667,3,1.5,1.4534883721,1.2674418605,1.4069767442,16
1,2,1.8045977011,0.75,1.1724137931,1.25,1.6666666667,4,0.5,1.4597701149,1.2988505747,1.3333333333,8
2,1.5,2.0574712644,0.75,0.9195402299,1,2.2528735632,5,1.5,1.6091954023,1.0229885057,1.5402298851,6
1,1.5,1.4367816092,0.5,1.275862069,1.25,1.4022988506,17,0.75,1.0229885057,1.6091954023,1.0344827586,13
1,3,1.9425287356,1,1.0114942529,2.5,1.9770114943,1,0,1.4489795918,1.3265306122,1.4897959184,3
0,0.5,1.1609195402,1,1.4367816092,0,1.2298850575,15,2,1.2068965517,1.1954022989,1.1724137931,16
1,0.5,1.1836734694,1.5,1.7755102041,0.5,1.3265306122,14,2,1.0804597701,1.724137931,1.2873563218,18
0,1,0.9540229885,2,1.8390804598,1.75,0.9655172414,20,1.75,1.1379310345,1.5862068966,1.1494252874,19
0,1.25,1.625,1.25,1.0227272727,1.25,1.5454545455,6,1.25,1.9545454545,1.0113636364,1.9886363636,1
0,2.5,1.875,0.75,1.2045454545,2.25,2.0454545455,7,0.25,1.2045454545,1.1818181818,1.1590909091,16
2,1.75,1.0681818182,1.25,1.7272727273,1.5,1.2840909091,18,1,1.4545454545,1.2727272727,1.4090909091,13
1,2.25,2.0340909091,0.25,0.9318181818,2,2.2386363636,5,0.75,1.0113636364,1.6136363636,1.0340909091,17
0,2,2.2045454545,0,0.875,1.5,2.1931818182,2,0.5,1.42,1.36,1.48,4
2,1.25,1.1590909091,1.25,1.4204545455,1.5,1.2159090909,15,1.25,0.9545454545,1.8522727273,0.9886363636,20
2,1,1.22,1.5,1.76,1.5,1.34,10,1,1.8181818182,1.1590909091,1.6704545455,3
1,2.5,1.1931818182,0,1.3409090909,1.5,1.0227272727,14,0.25,1.1363636364,1.6022727273,1.1704545455,19
1,1,1.202247191,1.75,1.1797752809,1.25,1.1573033708,15,1.75,1.6179775281,1.0224719101,1.5393258427,6
1,2.25,1,2.25,1.6292134831,2.5,1.0224719101,17,0.75,1.1460674157,1.4269662921,1.2134831461,16
2,1.25,1.4719101124,0.75,1.2584269663,0.5,1.4157303371,10,1.25,1.2134831461,1.3370786517,1.0449438202,12
2,1.25,1.4382022472,1.5,1.2921348315,1.25,1.3033707865,8,1.25,2.191011236,0.8764044944,2.1797752809,3
1,1.75,1.8314606742,1.75,1.1573033708,1.75,1.6853932584,2,1,1.0561797753,1.7303370787,1.2696629213,18
2,1,0.9775280899,2.75,1.8426966292,1.25,1,19,1.75,1.8651685393,1.202247191,2.0337078652,7
2,1,1.4117647059,1.5,1.3529411765,1.5,1.4705882353,4,1,2.0449438202,0.9213483146,2.2471910112,5
1,0.75,2.0555555556,1.75,0.9111111111,1.25,2.2555555556,4,2.25,1.9555555556,1.0111111111,2.0111111111,1
1,0.75,1.2333333333,1.75,1.3222222222,1.25,1.0444444444,8,2.25,1.8444444444,1.1444444444,1.7,2
1,2,1.1333333333,0.75,1.4333333333,1.75,1.2111111111,17,0.5,1.1444444444,1.6222222222,1.2,18
1,2.5,1.8777777778,1.25,1.1888888889,3,2.0555555556,5,0.25,1.4555555556,1.2555555556,1.4,10
2,1,1.0444444444,2.25,1.7444444444,1.25,1.2555555556,19,1.75,1.4222222222,1.2888888889,1.2888888889,9
1,2.25,2.2,0.75,0.8666666667,1.75,2.1666666667,3,0.75,1.0222222222,1.6222222222,1.0333333333,16
2,0.5,1.1923076923,1.5,1.7692307692,1,1.3269230769,14,2,0.9666666667,1.8666666667,0.9888888889,20
1,1.25,1.9340659341,1.25,1.021978022,1,2,1,1.25,1.8901098901,1.1758241758,2.043956044,5
1,1.75,1.8241758242,1.25,1.1538461538,1.5,1.6923076923,3,1,1.1538461538,1.4285714286,1.2197802198,16
2,1.5,1.4395604396,1.25,1.2857142857,1,1.2967032967,9,1.5,1.6153846154,1.010989011,1.5164835165,6
0,0.75,0.989010989,4,1.8571428571,0.75,1,18,2.25,2.0659340659,0.9120879121,2.2527472527,4
2,3,1.1318681319,0.5,1.6263736264,2.5,1.1978021978,19,0,1.1698113208,1.7735849057,1.320754717,15
1,1.5,1.2087912088,0.25,1.1758241758,1,1.1428571429,14,0.75,1.032967033,1.7472527473,1.2527472527,20
2,1.25,1.010989011,1.5,1.6483516484,1,1.032967033,17,1.25,1.2527472527,1.3186813187,1.0549450549,8
0,1,1.8369565217,1.75,1.1413043478,1,1.6847826087,3,1.75,2.0543478261,0.9130434783,2.2391304348,4
2,1,1.2282608696,1.75,1.1630434783,1.25,1.152173913,11,1.75,2.2173913043,0.8586956522,2.1847826087,2
0,1.25,0.9891304348,1,1.847826087,1,1,18,1.25,1.6304347826,1,1.5217391304,6
2,1,1.4239130435,2,1.2934782609,1,1.2826086957,10,1.75,1.8695652174,1.1739130435,2.0217391304,5
1,2,1.9456521739,0.5,1.0108695652,1.75,1.9891304348,1,0.5,1.2717391304,1.3152173913,1.0652173913,8
2,0.5,1.3518518519,3,1.4074074074,2,1.4259259259,7,2,1.2037037037,1.7592592593,1.3333333333,13
2,2.25,1.1195652174,0.5,1.6304347826,1.75,1.1956521739,19,0.75,1.0217391304,1.75,1.2391304348,20
0,3,1.8817204301,0.25,1.1720430108,2.25,2.0215053763,5,0,1,1.6559139785,1.0430107527,17
0,1.25,1.2580645161,0.75,1.3333333333,0.75,1.0537634409,8,1.25,1.4086021505,1.3010752688,1.2795698925,12
2,2,1.0430107527,1,1.7419354839,3,1.247311828,19,0.5,1.3272727273,1.4363636364,1.4363636364,7
0,1.75,1.623655914,1.25,0.9892473118,1.25,1.5053763441,6,1,1.1075268817,1.6344086022,1.1935483871,20
1,3,2.2258064516,0,0.8494623656,4,2.2150537634,2,0,0.9892473118,1.8279569892,0.9892473118,18
0,0.5,1.1612903226,1.75,1.4301075269,0.75,1.2258064516,15,2,1.4516129032,1.2365591398,1.376344086,11
0,0,1.2363636364,2.5,1.7636363636,0,1.3636363636,10,3,1.9569892473,1,2,1
0,2.5,2.0430107527,0.25,0.9139784946,1.25,2.2258064516,4,0.25,1.2150537634,1.2043010753,1.1397849462,13
1,1,1.1595744681,2.5,1.4255319149,1.25,1.2234042553,15,1.75,1.9468085106,0.9893617021,1.9787234043,1
2,3,1.2321428571,0.5,1.7321428571,2.5,1.3392857143,9,0,1.4468085106,1.2340425532,1.3723404255,10
0,2.25,1.0319148936,1,1.7446808511,1.5,1.2340425532,19,0.75,1,1.6489361702,1.0425531915,17
2,1.25,2.0319148936,1.5,0.914893617,2.75,2.2127659574,4,1.25,1.4042553191,1.2872340426,1.2659574468,12
0,0.75,1.2553191489,1.5,1.3191489362,1.25,1.0425531915,8,1.5,0.9787234043,1.8617021277,0.9787234043,18
2,2,2.2340425532,0.5,0.8404255319,2.5,2.2446808511,2,0.5,1.1063829787,1.6276595745,1.1914893617,20
1,1.5,1.6170212766,1.5,0.9893617021,2,1.5,6,1.5,1.3571428571,1.4107142857,1.4464285714,7
2,1.4,1.4631578947,1.2,1.2210526316,1.4,1.3684210526,9,1.4,1.0315789474,1.7368421053,1.2315789474,20
1,0.6666666667,1.3333333333,1.3333333333,1.4385964912,0.3333333333,1.4385964912,7,1.6666666667,2.2105263158,0.8631578947,2.2421052632,2
1,1.2,1.9263157895,1.2,0.9894736842,1.2,1.9578947368,1,1.2,1.6315789474,0.9894736842,1.5157894737,6
1,1.6666666667,1.8315789474,1.3333333333,1.1263157895,2,1.6736842105,3,0.6666666667,1.2105263158,1.7192982456,1.3157894737,12
2,1.6,0.9789473684,1.4,1.8631578947,1.4,0.9894736842,18,1,1.1789473684,1.4105263158,1.2210526316,13
1,0.4,1.2105263158,2,1.2,0.8,1.1368421053,14,2.2,1.8842105263,1.1578947368,2,4
2,1,1.4210526316,0,1.2842105263,0,1.2842105263,10,1,1.0526315789,1.2105263158,0.9473684211,15
2,0.2,1.1263157895,1.8,1.6315789474,0.2,1.2105263158,19,2.6,1.2526315789,1.3263157895,1.0526315789,8
2,0,0.8947368421,2,1.7368421053,1,0.9473684211,17,3,1.1578947368,1.7894736842,1.4736842105,11
2,0.6,1,2.2,1.6421052632,0.2,1.0421052632,16,2.4,2.0105263158,0.9368421053,2.2,5
2,0.2,0.96875,2,1.8854166667,0.2,0.9895833333,19,2.6,1.9375,0.9791666667,1.96875,1
1,0,1.15,1,1.15,0,1,12,3,1.8645833333,1.1666666667,1.9895833333,5
1,1,1.3620689655,0,1.4137931034,0,1.4655172414,7,1,0.85,1.75,0.95,17
0,1.4,1.40625,1.4,1.2916666667,1.6,1.2708333333,14,0.8,1.4479166667,1.2291666667,1.3645833333,11
1,1,1.1145833333,1.6,1.6354166667,1.2,1.2083333333,20,1.6,1.2291666667,1.1979166667,1.1458333333,13
1,2.4,2.0208333333,1.8,0.9375,3.2,2.1979166667,4,0.6,1.1979166667,1.40625,1.25,10
0,1.4,1.6145833333,0.8,1.0104166667,1.4,1.5,6,1.4,1.2708333333,1.3229166667,1.0625,8
1,2.6,2.1875,0.6,0.8854166667,2.8,2.21875,2,0.2,1.0520833333,1.7291666667,1.2395833333,18
0,1.4,1.84375,1.2,1.1145833333,1.6,1.6666666667,3,1.4,0.9895833333,1.6458333333,1.0416666667,16
2,3,1.1896551724,0,1.7068965517,1,1.2931034483,15,0,1.25,1.75,1.5,9
2,0.6,1.8453608247,2.8,1.1855670103,1,1.9896907216,5,2.4,2.1958762887,0.8762886598,2.2268041237,2
1,1.4,1.9484536082,1,0.9690721649,1.2,1.9587628866,1,1.4,1.8350515464,1.1134020619,1.6597938144,3
1,0,1.0412371134,2.2,1.7422680412,0.8,1.2268041237,19,3,1.6082474227,1,1.4845360825,7
0,2.4,1.4432989691,0.6,1.2268041237,1.8,1.3608247423,11,0.6,1.1340206186,1.6288659794,1.2268041237,17
1,1.3333333333,1.2164948454,0.6666666667,1.2164948454,0.6666666667,1.1443298969,14,1.3333333333,1.3898305085,1.3898305085,1.4576271186,6
1,0,0.8095238095,2,1.7142857143,0,0.9047619048,18,3,0.9587628866,1.8762886598,0.9793814433,20
2,2.3333333333,1.2680412371,0.3333333333,1.3092783505,1.6666666667,1.0515463918,8,0.3333333333,1.1694915254,1.7118644068,1.2881355932,15
1,1,1.1855670103,0,1.4020618557,0,1.2371134021,12,1,1.2380952381,1.1904761905,1.0952380952,10
2,1.2,0.9896907216,1,1.6391752577,1,1.0412371134,16,1.2,1.4020618557,1.2886597938,1.2680412371,13
0,0,1.3333333333,3,1.7142857143,1,1.5238095238,9,3,2.0309278351,0.9278350515,2.1855670103,4
2,1.3333333333,1.1326530612,1.3333333333,1.6224489796,1,1.2244897959,18,1.3333333333,1.3666666667,1.45,1.4666666667,6
0,0.6,1.0612244898,2.8,1.7346938776,1,1.2448979592,17,2.4,1.8265306122,1.193877551,1.9795918367,5
0,1.3333333333,1.2346938776,0.6666666667,1.2244897959,1.3333333333,1.1836734694,12,1.3333333333,1.2,1.7,1.3,15
1,0,1.2040816327,2,1.387755102,1,1.2448979592,10,3,1.3181818182,1.6363636364,1.4545454545,9
0,1,1.4183673469,1,1.2959183673,1,1.2857142857,11,1,0.9090909091,1.6818181818,1,16
1,2.4,1.4387755102,0.8,1.2244897959,1.6,1.3571428571,14,0.6,1.9591836735,0.9795918367,1.9693877551,1
1,2.6,2.2040816327,0.6,0.8775510204,2.2,2.2244897959,2,0.2,1.2551020408,1.3163265306,1.0510204082,8
0,0,1.1818181818,4,1.2272727273,1,1.0454545455,13,3,2.0204081633,0.9183673469,2.1632653061,4
1,2,1.8163265306,0.6,1.1326530612,2.8,1.6632653061,3,0.8,0.9489795918,1.887755102,0.9795918367,20
2,0.8,0.9795918367,1.4,1.6530612245,0.4,1.0510204082,19,2,1.5918367347,1.0204081633,1.4795918367,7
0,0.6,1.6060606061,2,1.0101010101,0.8,1.4949494949,6,2.4,1.8282828283,1.1313131313,1.6767676768,3
0,1.8,2.0101010101,1.4,0.9191919192,1.4,2.1515151515,4,1.2,2.2121212121,0.8686868687,2.2222222222,2
1,1.3333333333,1.393442623,0.6666666667,1.4262295082,2.3333333333,1.4754098361,5,1.3333333333,1.4141414141,1.303030303,1.2929292929,12
1,1.8,1.9393939394,1.4,0.9797979798,2.2,1.9494949495,1,0.6,1.2323232323,1.2222222222,1.1818181818,13
1,3,1.2608695652,1,1.6956521739,2,1.3913043478,11,0,1.0606060606,1.7171717172,1.2323232323,17
2,3,0.9130434783,0,1.6956521739,3,1.0434782609,16,0,0.9696969697,1.6666666667,1.0404040404,19
2,1.4,1.2424242424,1.6,1.3232323232,0.8,1.0404040404,9,1.4,1.2222222222,1.3737373737,1.2626262626,8
2,0,1.1967213115,3,1.6885245902,0,1.2950819672,15,3,1.1739130435,1.2173913043,1.0434782609,14
0,0.4,0.9393939394,1.4,1.898989899,0.6,0.9797979798,20,2.2,1.4545454545,1.2121212121,1.3535353535,10
1,1.4,1.8181818182,1.8,1.1818181818,2.4,1.9595959596,7,1.4,1.1212121212,1.6262626263,1.2121212121,18
2,0.8,1.4,2.4,1.31,0.8,1.29,13,2,1.95,0.97,1.96,1
2,1.3333333333,0.99,1.3333333333,1.66,1.3333333333,1.05,17,1.3333333333,1.1774193548,1.6935483871,1.2903225806,15
1,1.6666666667,1.82,1,1.12,1.6666666667,1.66,3,0.6666666667,1.4193548387,1.4193548387,1.4838709677,5
1,1,1.11,1,1.68,1,1.21,19,1,0.875,1.7083333333,1.0416666667,16
2,1.8,1.05,0.6,1.72,1.8,1.22,18,0.6,0.94,1.89,0.98,20
1,1.6,1.45,1.6,1.21,1.6,1.35,11,1,2,0.94,2.16,4
1,1.2,1.22,1.2,1.24,1.2,1.17,14,1.8,1.23,1.32,1.03,12
2,1,1.24,1,1.36,0.6,1.26,8,1.6,1.83,1.18,2.01,6
2,0,1.25,3,1.2083333333,1,1.0833333333,10,3,1.3333333333,1.625,1.4166666667,9
1,1.4,2.2,1.8,0.89,1.4,2.23,2,1.4,1.6,1,1.48,7
1,2,1.5841584158,0.8,1.0099009901,1.4,1.4752475248,7,0.8,1.4653465347,1.198019802,1.3564356436,10
1,0,1.2178217822,2,1.3267326733,0,1.0297029703,13,3,1.2,1.28,1.12,11
1,0.8,1.8415841584,2,1.1782178218,2,2.0099009901,4,2,1.8316831683,1.1089108911,1.6930693069,3
2,0,1.4,2,1.64,0,1.48,8,3,2.2079207921,0.8910891089,2.2277227723,2
1,2.6,1.9603960396,0.4,0.9603960396,2.4,1.9504950495,1,0.2,1.1287128713,1.6831683168,1.2277227723,17
1,3,1.9801980198,0.2,0.9504950495,3,2.1386138614,5,0,1.0396039604,1.7227722772,1.2178217822,19
0,2.3333333333,1.3968253968,1,1.4761904762,2.3333333333,1.4603174603,6,0.3333333333,0.9801980198,1.6930693069,1.0495049505,18
2,0,0.84,6,1.76,0,1.08,16,3,1.2376237624,1.2376237624,1.1782178218,12
1,2.3333333333,1.2063492063,1.3333333333,1.6825396825,2,1.3492063492,14,0.3333333333,1.2277227723,1.3663366337,1.2574257426,9
0,0.8,0.9603960396,1.4,1.8811881188,1,0.9900990099,20,2,1.3861386139,1.3069306931,1.2772277228,15
2,0.2,1.8137254902,2.2,1.1470588235,0.4,1.6960784314,3,2.6,2.2156862745,0.8921568627,2.2254901961,2
1,1,1.2549019608,1.2,1.2254901961,0.8,1.1764705882,10,1.6,0.9803921569,1.6960784314,1.0588235294,16
0,2.3333333333,1.390625,0.6666666667,1.484375,2.3333333333,1.46875,6,0.3333333333,1.2156862745,1.3921568627,1.2450980392,9
0,1.8,1.1176470588,1.6,1.6960784314,1.4,1.2156862745,18,1.2,1.3823529412,1.2941176471,1.2647058824,15
1,2.6,1.9705882353,1,0.9509803922,2.2,1.9607843137,1,0.2,1.0294117647,1.7352941176,1.2058823529,19
0,3,0.8076923077,0,1.7307692308,1,1.0384615385,17,0,1.4509803922,1.2156862745,1.3431372549,11
1,1,1.2352941176,1,1.3137254902,1,1.0392156863,12,1,1.3461538462,1.6538461538,1.4615384615,8
1,0,1.234375,3.6666666667,1.65625,0.6666666667,1.390625,13,3,1.9901960784,0.9411764706,2.1470588235,5
2,1,0.9607843137,0,1.862745098,0,0.9803921569,20,1,1.1538461538,1.3076923077,1.0769230769,14
2,1,1.5980392157,1,1,1,1.4901960784,7,1.6,1.8529411765,1.1862745098,2.0392156863,4
1,0.6666666667,1.8640776699,1.6666666667,1.1844660194,1.3333333333,2.0388349515,4,1.6666666667,1.3846153846,1.4769230769,1.4615384615,6
0,1,1.2962962963,1,1.6296296296,1,1.4074074074,11,1,0.9514563107,1.8640776699,0.9708737864,20
1,2.3333333333,2.2233009709,1.3333333333,0.8932038835,2,2.2330097087,2,0.3333333333,1.2615384615,1.6307692308,1.3846153846,10
1,0,1.2222222222,4,1.2592592593,0,1.1111111111,14,3,1.9805825243,0.9417475728,1.9611650485,1
1,1,1.4466019417,1.6,1.213592233,1.2,1.3398058252,13,1.6,1.7961165049,1.1650485437,1.6893203883,3
1,1.8,1.3786407767,0.6,1.2912621359,1.4,1.2621359223,15,0.6,1.2718446602,1.213592233,1.213592233,8
1,2.2,1.9708737864,0.4,0.9417475728,2.4,2.1262135922,5,0.4,1.2524271845,1.3009708738,1.0388349515,9
1,1,1.213592233,1.6,1.3883495146,0.8,1.2427184466,12,1.6,1.5825242718,1.0097087379,1.4854368932,7
2,0.8,0.9708737864,2.2,1.7281553398,1.2,1.0485436893,18,2,1.1165048544,1.6893203883,1.213592233,17
1,3,1.0194174757,0,1.7378640777,4,1.1941747573,19,0,0.8148148148,1.7037037037,1.037037037,16
2,2,1.3942307692,1.2,1.2788461538,2.2,1.2596153846,15,0.8,1.0384615385,1.7307692308,1.2019230769,17
2,0.2,1.4615384615,2.6,1.2019230769,1,1.3365384615,9,2.6,1.875,1.1826923077,2.0384615385,4
1,0,0.7857142857,1,1.7142857143,0,1.0357142857,18,3,1.5673076923,1.0096153846,1.4711538462,7
1,1.8,1.9615384615,1.4,0.9423076923,1.6,1.9423076923,2,1.2,1.9807692308,0.9326923077,2.1153846154,5
0,1.8,1.7788461538,1.4,1.1634615385,1.6,1.6730769231,3,1.2,1.2403846154,1.2980769231,1.0288461538,13
1,0.4,1.1346153846,1.8,1.6730769231,0.8,1.2211538462,16,2.2,1.2307692308,1.375,1.2403846154,8
1,0,1.3636363636,4,1.4848484848,2,1.4545454545,6,3,1.2857142857,1.6071428571,1.3928571429,12
2,0.6,0.9615384615,2.2,1.7307692308,0.8,1.0384615385,19,2.4,2.2307692308,0.8846153846,2.2307692308,1
2,0,1.2596153846,2,1.2115384615,0,1.2019230769,10,3,1.2857142857,1.2142857143,1.1071428571,11
0,2.3333333333,0.9519230769,1,1.8557692308,1.6666666667,0.9711538462,20,0.3333333333,1.2424242424,1.6363636364,1.3636363636,14
1,2,2.2380952381,1,0.8761904762,2.4,2.2571428571,1,0.8,1.2476190476,1.2285714286,1.1904761905,12
2,2.3333333333,1.2388059701,2,1.6268656716,3,1.3582089552,13,0.3333333333,1.3880597015,1.4626865672,1.447761194,6
0,0.4,1.2380952381,2,1.2952380952,0.4,1.0285714286,11,2.2,1.9714285714,0.9428571429,1.9428571429,2
1,2,1.8857142857,1,1.1714285714,2,2.0285714286,3,0.8,1.380952381,1.2857142857,1.2571428571,15
1,1.2,1.0571428571,1.6,1.7238095238,0.8,1.2095238095,17,1.8,1.1523809524,1.6571428571,1.2285714286,16
2,1.2,1.5523809524,0.8,1.0285714286,0.8,1.4761904762,7,1.2,0.9523809524,1.8476190476,0.9714285714,19
1,1,1.2413793103,2,1.5862068966,2,1.3448275862,14,1,0.9523809524,1.7619047619,1.0285714286,20
1,3,1.219047619,2,1.380952381,3,1.2285714286,9,0,0.8620689655,1.724137931,1.1034482759,18
2,0,1.3448275862,1,1.1724137931,0,1.1724137931,8,3,1.4476190476,1.2,1.3238095238,10
0,1.6,1.9619047619,1,0.9428571429,1.6,2.1047619048,5,1,1.7714285714,1.1619047619,1.6666666667,4
